[texto1] [polícia=homem]
[sob] [cárcere]
[cárcere] [privado]
[privado] [durante]
[durante] [mais=de]
[mais=de] [hora]
[hora] [em]
[em] [sapucaia=do=sul]
[sapucaia=do=sul] [já]
[já] [ter]
[ter] [histórico]
[histórico] [de]
[de] [agressão]
[agressão] [contra]
[contra] [mulher]
[mulher] [segundo]
[segundo] [a]
[a] [familiar]
[familiar] [helena=silveira=dos=santos]
[helena=silveira=dos=santos] [ano]
[ano] [jovem]
[jovem] [casar]
[casar] [com]
[com] [filho]
[filho] [de]
[de] [rosemeri]
[rosemeri] [madrinha]
[madrinha] [de]
[de] [bebê]
[bebê] [manter]
[manter] [refém]
[refém] [contar]
[contar] [mãe]
[mãe] [haver]
[haver] [deixar]
[deixar] [criança]
[criança] [com]
[com] [avó]
[avó] [enquanto]
[enquanto] [ir]
[ir] [buscar]
[buscar] [filho]
[filho] [jerry]
[jerry] [estar]
[estar] [esconder]
[esconder] [embaixo=de]
[embaixo=de] [cama]
[cama] [aproveitar]
[aproveitar] [momento]
[momento] [para]
[para] [render]
[render] [rosemeri]
[rosemeri] [iniciar]
[iniciar] [ameaça]
[ameaça] [de=acordo]
[de=acordo] [com]
[com] [heleno]
[heleno] [constante]
[constante] [violência]
[violência] [deixar]
[deixar] [seqüela]
[seqüela] [em]
[em] [rosemeri]
[rosemeri] [quebrar]
[quebrar] [braço]
[braço] [a]
[a] [pular]
[pular] [de]
[de] [segundo]
[segundo] [piso]
[piso] [de]
[de] [casa]
[casa] [para]
[para] [fugir]
[fugir] [por=conta]
[por=conta] [de]
[de] [fratura]
[fratura] [estar]
[estar] [afastar]
[afastar] [de]
[de] [trabalho]
[trabalho] [relacionamento]
[relacionamento] [terminar]
[terminar] [em]
[em] [sexta-feira]
[sexta-feira] [estar]
[estar] [roubar]
[roubar] [coisa]
[coisa] [de]
[de] [dentro=de]
[dentro=de] [casa]
[casa] [para]
[para] [comprar]
[comprar] [crack]
[crack] [desde=então]
[desde=então] [invadir]
[invadir] [casa]
[casa] [por]
[por] [janela]
[janela] [de]
[de] [banheiro]
[banheiro] [dizer]
[dizer] [nora]
[nora] [relembrar]
[relembrar] [caso]
[caso] [por=volta=de]
[por=volta=de] [de]
[de] [quarta-feira]
[quarta-feira] [homem]
[homem] [manter]
[manter] [companheira]
[companheira] [por]
[por] [mais=de]
[mais=de] [hora]
[hora] [sob]
[sob] [cárcere]
[cárcere] [privado]
[privado] [ser]
[ser] [encontrar]
[encontrar] [matar]
[matar] [em]
[em] [casa]
[casa] [por]
[por] [policial]
[policial] [em]
[em] [sapucaia=do=sul]
[sapucaia=do=sul] [grupo]
[grupo] [de]
[de] [ações=táticas=especiais]
[ações=táticas=especiais] [gate]
[gate] [de]
[de] [brigada=militar]
[brigada=militar] [bm]
[bm] [invadir]
[invadir] [casa]
[casa] [em]
[em] [rua=são=caetano]
[rua=são=caetano] [bairro]
[bairro] [vila=vargas]
[vila=vargas] [utilizar]
[utilizar] [bomba]
[bomba] [de=efeito]
[de=efeito] [moral]
[moral] [minuto]
[minuto] [antes]
[antes] [de]
[de] [ação]
[ação] [policial]
[policial] [militar]
[militar] [movimentar]
[movimentar] [viatura]
[viatura] [cercar]
[cercar] [área]
[área] [de]
[de] [residência]
[residência] [ambulância]
[ambulância] [de]
[de] [serviço=de=atendimento=móvel=de=urgência]
[serviço=de=atendimento=móvel=de=urgência] [samu]
[samu] [ser]
[ser] [pôr]
[pôr] [em=frente]
[em=frente] [a]
[a] [moradia]
[moradia] [jerry=eder=aguiar]
[jerry=eder=aguiar] [ano]
[ano] [enforcar]
[enforcar] [dentro=de]
[dentro=de] [casa]
[casa] [rosemeri=da=silva=anori]
[rosemeri=da=silva=anori] [ano]
[ano] [ferir]
[ferir] [em]
[em] [estado]
[estado] [gravíssimo]
[gravíssimo] [manter]
[manter] [contato]
[contato] [de]
[de] [em]
[em] [minuto]
[minuto] [durante]
[durante] [madrugada]
[madrugada] [em]
[em] [último]
[último] [ligação]
[ligação] [pedir]
[pedir] [defensor]
[defensor] [imprensa]
[imprensa] [estar]
[estar] [presente]
[presente] [ir]
[ir] [entregar]
[entregar] [depois]
[depois] [não]
[não] [atender]
[atender] [mais]
[mais] [casa]
[casa] [ficar]
[ficar] [silencioso]
[silencioso] [negociador]
[negociador] [tentar]
[tentar] [aproximar]
[aproximar] [a]
[a] [residência]
[residência] [conversar]
[conversar] [não]
[não] [obter]
[obter] [resposta]
[resposta] [de]
[de] [aí]
[aí] [determinar]
[determinar] [invasão]
[invasão] [tático]
[tático] [dizer]
[dizer] [subcomandante]
[subcomandante] [de]
[de] [bm]
[bm] [coronel]
[coronel] [silanus=melo]
[silanus=melo] [após]
[após] [ação]
[ação] [conforme]
[conforme] [silanus]
[silanus] [sofá]
[sofá] [trancar]
[trancar] [porta]
[porta] [rosemeri]
[rosemeri] [estar]
[estar] [desacordado]
[desacordado] [sobre]
[sobre] [móvel]
[móvel] [aguiar]
[aguiar] [ser]
[ser] [encontrar]
[encontrar] [enforcar]
[enforcar] [por]
[por] [corda]
[corda] [já]
[já] [morto]
[morto] [ter]
[ter] [tentar]
[tentar] [asfixiar]
[asfixiar] [companheira]
[companheira] [de=acordo]
[de=acordo] [com]
[com] [coronel]
[coronel] [após]
[após] [atendimento]
[atendimento] [em]
[em] [ambulância]
[ambulância] [rosemeri]
[rosemeri] [ser]
[ser] [transferir]
[transferir] [para]
[para] [hospital=getúlio=vargas]
[hospital=getúlio=vargas] [técnica]
[técnica] [ser]
[ser] [de]
[de] [enquanto]
[enquanto] [haver]
[haver] [negociação]
[negociação] [não]
[não] [invadir]
[invadir] [frisar]
[frisar] [silanus]
[silanus] [por=volta=de]
[por=volta=de] [polícia]
[polícia] [colocar]
[colocar] [aguiar]
[aguiar] [em]
[em] [contato]
[contato] [com]
[com] [defensor]
[defensor] [de]
[de] [município]
[município] [mário=rheingantz]
[mário=rheingantz] [por]
[por] [telefone]
[telefone] [rheingantz]
[rheingantz] [dar]
[dar] [orientação]
[orientação] [jurídico]
[jurídico] [para]
[para] [jerry]
[jerry] [defensor]
[defensor] [prestar]
[prestar] [esclarecimento]
[esclarecimento] [garantir]
[garantir] [acompanhamento]
[acompanhamento] [de]
[de] [caso]
[caso] [querer]
[querer] [saber]
[saber] [conseqüência]
[conseqüência] [de]
[de] [ato]
[ato] [lembrar]
[lembrar] [rua]
[rua] [seguir]
[seguir] [isolar]
[isolar] [até]
[até] [conclusão]
[conclusão] [de]
[de] [trabalho]
[trabalho] [de]
[de] [perícia]
[perícia] [aguiar]
[aguiar] [invadir]
[invadir] [casa]
[casa] [de]
[de] [rosemeri]
[rosemeri] [por=volta=de]
[por=volta=de] [min]
[min] [de]
[de] [terça-feira]
[terça-feira] [ameaçar]
[ameaçar] [com]
[com] [faca]
[faca] [de]
[de] [cozinha]
[cozinha] [meia=hora]
[meia=hora] [depois]
[depois] [homem]
[homem] [jogar]
[jogar] [carta]
[carta] [para]
[para] [brigada=militar]
[brigada=militar] [em]
[em] [dizer]
[dizer] [estar]
[estar] [deprimir]
[deprimir] [decepcionar]
[decepcionar] [com]
[com] [família]
[família] [devido=a]
[devido=a] [briga]
[briga] [constante]
[constante] [mulher]
[mulher] [já]
[já] [ter]
[ter] [medida]
[medida] [protetivo]
[protetivo] [contra]
[contra] [companheiro]
[companheiro] [vir]
[vir] [fazer]
[fazer] [ameaça]
[ameaça] [em]
[em] [segunda-feira]
[segunda-feira] [haver]
[haver] [tentar]
[tentar] [invadir]
[invadir] [residência]
[residência] [vez]
[vez] [sem]
[sem] [sucesso]

[texto15] [internada=mulher]
[internada=mulher] [atacar]
[atacar] [durante]
[durante] [cárcere]
[cárcere] [privado]
[privado] [respirar]
[respirar] [com]
[com] [ajuda]
[ajuda] [de]
[de] [aparelho]
[aparelho] [rosemeri=da=silva=anori]
[rosemeri=da=silva=anori] [ano]
[ano] [ser]
[ser] [enforcar]
[enforcar] [por]
[por] [companheiro]
[companheiro] [depois]
[depois] [enforcar]
[enforcar] [carolina=rocha]
[carolina=rocha] [carolina.rocha@diariogaucho.com.br]
[carolina.rocha@diariogaucho.com.br] [polícia]
[polícia] [liberar]
[liberar] [em]
[em] [final]
[final] [de]
[de] [manhã]
[manhã] [de]
[de] [quarta-feira]
[quarta-feira] [rua=são=caetano]
[rua=são=caetano] [bairro]
[bairro] [vila=vargas]
[vila=vargas] [em]
[em] [sapucaia=do=sul]
[sapucaia=do=sul] [desde]
[desde] [meio-dia]
[meio-dia] [de]
[de] [terça-feira]
[terça-feira] [via]
[via] [estar]
[estar] [bloquear]
[bloquear] [devido=a]
[devido=a] [cárcere]
[cárcere] [privado]
[privado] [em]
[em] [de]
[de] [casa]
[casa] [de]
[de] [região]
[região] [em]
[em] [jerry=eder=aguiar]
[jerry=eder=aguiar] [ano]
[ano] [manter]
[manter] [companheira]
[companheira] [rosemeri=da=silva=anori]
[rosemeri=da=silva=anori] [ano]
[ano] [após]
[após] [perder]
[perder] [contato]
[contato] [com]
[com] [homem]
[homem] [polícia]
[polícia] [invadir]
[invadir] [casa]
[casa] [por=volta=de]
[por=volta=de] [onde]
[onde] [encontrar]
[encontrar] [jerry]
[jerry] [enforcar]
[enforcar] [rosemeri]
[rosemeri] [desacordado]
[desacordado] [em]
[em] [sofá]
[sofá] [ter]
[ter] [tentar]
[tentar] [matar]
[matar] [companheira]
[companheira] [com]
[com] [fio]
[fio] [enforcar]
[enforcar] [em=seguida]
[em=seguida] [com]
[com] [objeto]
[objeto] [de=acordo]
[de=acordo] [com]
[com] [delegado]
[delegado] [eduardo=moraes]
[eduardo=moraes] [de]
[de] [2ª]
[2ª] [dp]
[dp] [de]
[de] [sapucaia=do=sul]
[sapucaia=do=sul] [ser]
[ser] [investigar]
[investigar] [causa]
[causa] [de]
[de] [porquê]
[porquê] [medida]
[medida] [protetivo]
[protetivo] [solicitar]
[solicitar] [por]
[por] [rosemeri]
[rosemeri] [não]
[não] [ser]
[ser] [cumprir]
[cumprir] [nora]
[nora] [de]
[de] [vítima]
[vítima] [helena=silveira=dos=santos]
[helena=silveira=dos=santos] [ano]
[ano] [revelar]
[revelar] [desde]
[desde] [sexta-feira]
[sexta-feira] [mulher]
[mulher] [ligar]
[ligar] [noite]
[noite] [para]
[para] [polícia]
[polícia] [verificar]
[verificar] [marido]
[marido] [estar]
[estar] [rondar]
[rondar] [casa]
[casa] [quando]
[quando] [policial]
[policial] [chegar]
[chegar] [homem]
[homem] [fugir]
[fugir] [nora]
[nora] [detalhar]
[detalhar] [agressão]
[agressão] [ser]
[ser] [constante]
[constante] [rosemeri]
[rosemeri] [permanecer]
[permanecer] [internado]
[internado] [em]
[em] [uti]
[uti] [de]
[de] [emergência]
[emergência] [de]
[de] [hospital=getúlio=vargas]
[hospital=getúlio=vargas] [em]
[em] [estado]
[estado] [grave]
[grave] [respirar]
[respirar] [com]
[com] [ajuda]
[ajuda] [de]
[de] [aparelho]
[aparelho] [relembrar]
[relembrar] [caso]
[caso] [por=volta=de]
[por=volta=de] [de]
[de] [quarta-feira]
[quarta-feira] [homem]
[homem] [manter]
[manter] [companheira]
[companheira] [por]
[por] [mais=de]
[mais=de] [hora]
[hora] [sob]
[sob] [cárcere]
[cárcere] [privado]
[privado] [ser]
[ser] [encontrar]
[encontrar] [matar]
[matar] [em]
[em] [casa]
[casa] [por]
[por] [policial]
[policial] [em]
[em] [sapucaia=do=sul]
[sapucaia=do=sul] [grupo]
[grupo] [de]
[de] [ações=táticas=especiais]
[ações=táticas=especiais] [gate]
[gate] [de]
[de] [brigada=militar]
[brigada=militar] [bm]
[bm] [invadir]
[invadir] [casa]
[casa] [em]
[em] [rua=são=caetano]
[rua=são=caetano] [bairro]
[bairro] [vila=vargas]
[vila=vargas] [utilizar]
[utilizar] [bomba]
[bomba] [de=efeito]
[de=efeito] [moral]
[moral] [minuto]
[minuto] [antes]
[antes] [de]
[de] [ação]
[ação] [policial]
[policial] [militar]
[militar] [movimentar]
[movimentar] [viatura]
[viatura] [cercar]
[cercar] [área]
[área] [de]
[de] [residência]
[residência] [ambulância]
[ambulância] [de]
[de] [serviço=de=atendimento=móvel=de=urgência]
[serviço=de=atendimento=móvel=de=urgência] [samu]
[samu] [ser]
[ser] [pôr]
[pôr] [em=frente]
[em=frente] [a]
[a] [moradia]
[moradia] [jerry=eder=aguiar]
[jerry=eder=aguiar] [ano]
[ano] [enforcar]
[enforcar] [dentro=de]
[dentro=de] [casa]
[casa] [rosemeri=da=silva=anori]
[rosemeri=da=silva=anori] [ano]
[ano] [ferir]
[ferir] [em]
[em] [estado]
[estado] [gravíssimo]
[gravíssimo] [manter]
[manter] [contato]
[contato] [de]
[de] [em]
[em] [minuto]
[minuto] [durante]
[durante] [madrugada]
[madrugada] [em]
[em] [último]
[último] [ligação]
[ligação] [pedir]
[pedir] [defensor]
[defensor] [imprensa]
[imprensa] [estar]
[estar] [presente]
[presente] [ir]
[ir] [entregar]
[entregar] [depois]
[depois] [não]
[não] [atender]
[atender] [mais]
[mais] [casa]
[casa] [ficar]
[ficar] [silencioso]
[silencioso] [negociador]
[negociador] [tentar]
[tentar] [aproximar]
[aproximar] [a]
[a] [residência]
[residência] [conversar]
[conversar] [não]
[não] [obter]
[obter] [resposta]
[resposta] [de]
[de] [aí]
[aí] [determinar]
[determinar] [invasão]
[invasão] [tático]
[tático] [dizer]
[dizer] [subcomandante]
[subcomandante] [de]
[de] [bm]
[bm] [coronel]
[coronel] [silanus=melo]
[silanus=melo] [após]
[após] [ação]
[ação] [conforme]
[conforme] [silanus]
[silanus] [sofá]
[sofá] [trancar]
[trancar] [porta]
[porta] [rosemeri]
[rosemeri] [estar]
[estar] [desacordado]
[desacordado] [sobre]
[sobre] [móvel]
[móvel] [aguiar]
[aguiar] [ser]
[ser] [encontrar]
[encontrar] [enforcar]
[enforcar] [por]
[por] [corda]
[corda] [já]
[já] [morto]
[morto] [ter]
[ter] [tentar]
[tentar] [asfixiar]
[asfixiar] [companheira]
[companheira] [de=acordo]
[de=acordo] [com]
[com] [coronel]
[coronel] [após]
[após] [atendimento]
[atendimento] [em]
[em] [ambulância]
[ambulância] [rosemeri]
[rosemeri] [ser]
[ser] [transferir]
[transferir] [para]
[para] [hospital=getúlio=vargas]
[hospital=getúlio=vargas] [técnica]
[técnica] [ser]
[ser] [de]
[de] [enquanto]
[enquanto] [haver]
[haver] [negociação]
[negociação] [não]
[não] [invadir]
[invadir] [frisar]
[frisar] [silanus]
[silanus] [por=volta=de]
[por=volta=de] [polícia]
[polícia] [colocar]
[colocar] [aguiar]
[aguiar] [em]
[em] [contato]
[contato] [com]
[com] [defensor]
[defensor] [de]
[de] [município]
[município] [mário=rheingantz]
[mário=rheingantz] [por]
[por] [telefone]
[telefone] [rheingantz]
[rheingantz] [dar]
[dar] [orientação]
[orientação] [jurídico]
[jurídico] [para]
[para] [jerry]
[jerry] [defensor]
[defensor] [prestar]
[prestar] [esclarecimento]
[esclarecimento] [garantir]
[garantir] [acompanhamento]
[acompanhamento] [de]
[de] [caso]
[caso] [querer]
[querer] [saber]
[saber] [conseqüência]
[conseqüência] [de]
[de] [ato]
[ato] [lembrar]
[lembrar] [rua]
[rua] [seguir]
[seguir] [isolar]
[isolar] [até]
[até] [conclusão]
[conclusão] [de]
[de] [trabalho]
[trabalho] [de]
[de] [perícia]
[perícia] [aguiar]
[aguiar] [invadir]
[invadir] [casa]
[casa] [de]
[de] [rosemeri]
[rosemeri] [por=volta=de]
[por=volta=de] [min]
[min] [de]
[de] [terça-feira]
[terça-feira] [ameaçar]
[ameaçar] [com]
[com] [faca]
[faca] [de]
[de] [cozinha]
[cozinha] [meia=hora]
[meia=hora] [depois]
[depois] [homem]
[homem] [jogar]
[jogar] [carta]
[carta] [para]
[para] [brigada=militar]
[brigada=militar] [em]
[em] [dizer]
[dizer] [estar]
[estar] [deprimir]
[deprimir] [decepcionar]
[decepcionar] [com]
[com] [família]
[família] [devido=a]
[devido=a] [briga]
[briga] [constante]
[constante] [mulher]
[mulher] [já]
[já] [ter]
[ter] [medida]
[medida] [protetivo]
[protetivo] [contra]
[contra] [companheiro]
[companheiro] [vir]
[vir] [fazer]
[fazer] [ameaça]
[ameaça] [em]
[em] [segunda-feira]
[segunda-feira] [haver]
[haver] [tentar]
[tentar] [invadir]
[invadir] [residência]
[residência] [vez]
[vez] [sem]
[sem] [sucesso]

[texto16] [jovem]
[jovem] [ser]
[ser] [prender]
[prender] [com]
[com] [kg]
[kg] [de]
[de] [maconha]
[maconha] [em]
[em] [zona=norte=da=capital=o]
[zona=norte=da=capital=o] [rapaz]
[rapaz] [não]
[não] [ter]
[ter] [antecedente]
[antecedente] [criminal]
[criminal] [eduardo=torres]
[eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [jovem]
[jovem] [de]
[de] [ano]
[ano] [ser]
[ser] [prender]
[prender] [em]
[em] [tarde]
[tarde] [de]
[de] [quarta]
[quarta] [com]
[com] [kg]
[kg] [de]
[de] [maconha]
[maconha] [em]
[em] [rua=b]
[rua=b] [de]
[de] [vila=nazareth]
[vila=nazareth] [bairro=sarandi]
[bairro=sarandi] [zona=norte=da=capital]
[zona=norte=da=capital] [abordar]
[abordar] [pouco]
[pouco] [antes]
[antes] [de]
[de] [por]
[por] [policial]
[policial] [militar]
[militar] [rapaz]
[rapaz] [não]
[não] [ter]
[ter] [antecedente]
[antecedente] [criminal]
[criminal] [levar]
[levar] [droga]
[droga] [em]
[em] [tijolo]
[tijolo] [dentro=de]
[dentro=de] [mochila]
[mochila] [conforme]
[conforme] [apurar]
[apurar] [por]
[por] [polícia]
[polícia] [levar]
[levar] [droga]
[droga] [para]
[para] [ser]
[ser] [revender]
[revender] [em]
[em] [gravataí]
[gravataí] [suspeito]
[suspeito] [ser]
[ser] [encaminhar]
[encaminhar] [a]
[a] [3ª]
[3ª] [dppa]
[dppa] [onde]
[onde] [ser]
[ser] [autuar]
[autuar] [em=flagrante]
[em=flagrante] [em=flagrante]
[em=flagrante] [por]
[por] [tráfico]

[texto17] [suspeitas=delegado]
[suspeitas=delegado] [interrogar]
[interrogar] [pm]
[pm] [participar]
[participar] [de]
[de] [ação]
[ação] [de]
[de] [cárcere]
[cárcere] [privado]
[privado] [em]
[em] [sapucaia=do=sul=delegado]
[sapucaia=do=sul=delegado] [investigar]
[investigar] [homicídio]
[homicídio] [seguir]
[seguir] [de]
[de] [suicídio]
[suicídio] [ocorrer]
[ocorrer] [em]
[em] [quarta-feira]
[quarta-feira] [fazer]
[fazer] [série]
[série] [de]
[de] [pergunta]
[pergunta] [a]
[a] [perito]
[perito] [analisar]
[analisar] [caso]
[caso] [ação]
[ação] [de]
[de] [bm]
[bm] [ser]
[ser] [questionar]
[questionar] [carolina=rocha]
[carolina=rocha] [carolina.rocha@diariogaucho.com.br]
[carolina.rocha@diariogaucho.com.br] [titular]
[titular] [de]
[de] [2ª]
[2ª] [dp]
[dp] [de]
[de] [sapucaia]
[sapucaia] [delegar]
[delegar] [eduardo=moraes]
[eduardo=moraes] [pedir]
[pedir] [ontem]
[ontem] [a]
[a] [hospital=getúlio=vargas]
[hospital=getúlio=vargas] [informação]
[informação] [sobre]
[sobre] [homicídio]
[homicídio] [seguir]
[seguir] [de]
[de] [suicídio]
[suicídio] [chocar]
[chocar] [estado]
[estado] [em]
[em] [manhã]
[manhã] [de]
[de] [quarta-feira]
[quarta-feira] [policial]
[policial] [civil]
[civil] [ter]
[ter] [dúvida]
[dúvida] [em=relação=a]
[em=relação=a] [estado]
[estado] [condição]
[condição] [em]
[em] [dona]
[dona] [de]
[de] [casa]
[casa] [rosimeri=da=silva=anório]
[rosimeri=da=silva=anório] [ano]
[ano] [companheiro]
[companheiro] [jerri=eder=aguiar=de=oliveira]
[jerri=eder=aguiar=de=oliveira] [ano]
[ano] [chegar]
[chegar] [a]
[a] [instituição]
[instituição] [também]
[também] [encaminhar]
[encaminhar] [pergunta]
[pergunta] [a]
[a] [igp]
[igp] [sobre]
[sobre] [cena]
[cena] [de]
[de] [crime]
[crime] [sobre]
[sobre] [exame]
[exame] [de]
[de] [corpo]
[corpo] [por=volta=de]
[por=volta=de] [gate]
[gate] [invadir]
[invadir] [casa]
[casa] [de]
[de] [rua=são=caetano]
[rua=são=caetano] [após]
[após] [mais=de]
[mais=de] [hora]
[hora] [de]
[de] [cárcere]
[cárcere] [privado]
[privado] [rosimeri]
[rosimeri] [resgatar]
[resgatar] [inconsciente]
[inconsciente] [ser]
[ser] [reanimar]
[reanimar] [por]
[por] [socorrista]
[socorrista] [de]
[de] [samu]
[samu] [não]
[não] [resistir]
[resistir] [a]
[a] [novo]
[novo] [parada=cardíaca]
[parada=cardíaca] [falecer]
[falecer] [a]
[a] [min]
[min] [de]
[de] [ontem]
[ontem] [ser]
[ser] [internado]
[internado] [respirar]
[respirar] [apenas]
[apenas] [com]
[com] [ajuda]
[ajuda] [de]
[de] [aparelho]
[aparelho] [ontem]
[ontem] [a]
[a] [tarde]
[tarde] [legista]
[legista] [de]
[de] [dml]
[dml] [de]
[de] [canoas]
[canoas] [examinar]
[examinar] [corpo]
[corpo] [de]
[de] [rosimeri]
[rosimeri] [resultado]
[resultado] [de]
[de] [exame]
[exame] [tentar]
[tentar] [esclarecer]
[esclarecer] [acontecer]
[acontecer] [com]
[com] [mulher]
[mulher] [durante]
[durante] [tempo]
[tempo] [em]
[em] [ficar]
[ficar] [refém]
[refém] [ser]
[ser] [enviado]
[enviado] [para]
[para] [2ª]
[2ª] [dp]
[dp] [delegado]
[delegado] [pedir]
[pedir] [a]
[a] [legista]
[legista] [informação]
[informação] [sobre]
[sobre] [tipo]
[tipo] [de]
[de] [agressão]
[agressão] [sofrer]
[sofrer] [sobre]
[sobre] [modo]
[modo] [como]
[como] [ser]
[ser] [estrangular]
[estrangular] [por]
[por] [jerri]
[jerri] [querer]
[querer] [saber]
[saber] [ainda]
[ainda] [sofrer]
[sofrer] [abuso]
[abuso] [durante]
[durante] [período]
[período] [responsável]
[responsável] [por]
[por] [equipe]
[equipe] [médico]
[médico] [de]
[de] [hospital]
[hospital] [marcelo=saldanha]
[marcelo=saldanha] [afirmar]
[afirmar] [paciente]
[paciente] [já]
[já] [chegar]
[chegar] [em]
[em] [coma]
[coma] [segundo]
[segundo] [médico]
[médico] [rosimeri]
[rosimeri] [ter]
[ter] [lesão]
[lesão] [cerebral]
[cerebral] [grave]
[grave] [devido=a]
[devido=a] [falta]
[falta] [de]
[de] [oxigenação]
[oxigenação] [em]
[em] [cérebro]
[cérebro] [tomar]
[tomar] [medida]
[medida] [ter]
[ter] [de]
[de] [ser]
[ser] [tomar]
[tomar] [para]
[para] [manter]
[manter] [vivo]
[vivo] [evitar]
[evitar] [seqüela]
[seqüela] [ter]
[ter] [comprometimento]
[comprometimento] [neurológico]
[neurológico] [importante]
[importante] [falecer]
[falecer] [resumir]
[resumir] [diretor]
[diretor] [clínico]
[clínico] [não]
[não] [confirmar]
[confirmar] [rosimeri]
[rosimeri] [sofrer]
[sofrer] [violência]
[violência] [sexual]
[sexual] [dizer]
[dizer] [em]
[em] [respeito]
[respeito] [a]
[a] [sigilo]
[sigilo] [médico]
[médico] [a]
[a] [dor]
[dor] [de]
[de] [familiar]
[familiar] [preferir]
[preferir] [não]
[não] [manifestar]
[manifestar] [não]
[não] [dar]
[dar] [tipo]
[tipo] [de]
[de] [informação]
[informação] [filho]
[filho] [de]
[de] [marcos]
[marcos] [saber]
[saber] [acontecer]
[acontecer] [poder]
[poder] [informar]
[informar] [haver]
[haver] [não]
[não] [estupro]
[estupro] [não]
[não] [poder]
[poder] [dizer]
